OBJECTID,ZO_ZONE,ZO_ORDINANCE,ZO_SPEC_CODE,ZO_PROJ_NUM,ZO_UPDATE_NUM,ZO_ZONE_DATE,ZO_ZONE_ORD,ZO_MAINT_TASK_ID,ZO_GIS_START_DATE,ZO_GIS_END_DATE,ZO_UPD_DATE,SHAPE_Length,SHAPE_Area,NEW_ID,ZD_ZONE_NAME,ZD_ZONE_DESC,agstype
655,R4,2023,,ZMAP-1986-0032, ,1988/11/21 05:00:00+00,R4  2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,3905.485548,821861.2251,655,Single Family Residential-4,"Moderate density single family detached development with a maximum density of 1 unit per 10,000 square feet, 4.8 units per acre with ADU. Served by public water and sewer. Cluster, suburban, and traditional design and compact cluster options.",R4
656,IP,2023,, , ,1900/01/01 05:00:00+00,IP 2023,2023_0027,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,9788.593088,3299815.501,656,Industrial Park,"District for office, light production, flex space, and warehousing uses.  Support limited first floor retail or other accessory uses that serve predominate uses.",IP
657,R4,2023,,ZMAP-1988-0280, ,1989/07/18 04:00:00+00,R4  2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,4489.133244,1233842.205,657,Single Family Residential-4,"Moderate density single family detached development with a maximum density of 1 unit per 10,000 square feet, 4.8 units per acre with ADU. Served by public water and sewer. Cluster, suburban, and traditional design and compact cluster options.",R4
658,R24,2023,,ZMAP-2003-0008, ,2005/07/19 04:00:00+00,R4  2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,3924.002807,266597.6928,658,Multifamily Residential-24,"Multifamily residences at a maximum density of 24 dwelling units per acre, 28.8 dwelling units per acre with ADU. Served by public water and sewer. In areas designated for infill development.",R24
659,R1,2023,, , ,1900/01/01 05:00:00+00,R1  2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,4819.224678,811627.5515,659,Single Family Residential-1,"Low-density single family detached development with a maximum density of 1 unit per 40,000 square feet; 1.2 unit per 40,000 square feet with ADU. Served by public water and sewer. Cluster and compact cluster options.",R1
660,R24,2023,,ZMAP-2003-0008, ,2005/07/19 04:00:00+00,R4  2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,3545.484731,526022.2661,660,Multifamily Residential-24,"Multifamily residences at a maximum density of 24 dwelling units per acre, 28.8 dwelling units per acre with ADU. Served by public water and sewer. In areas designated for infill development.",R24
661,CR1,2023,, , ,1900/01/01 05:00:00+00,CR1  2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,9036.067488,1635572.819,661,Countryside Residential-1,"Residential development with a maximum density of 1 unit per 40,000 square feet with on-site well and wastewater. 1 unit per 40,000 square feet served by public water/sewer in cluster/complact cluster options.",CR1
662,GI,2023,, ,,1900/01/01 05:00:00+00,GI 2023,2023_0027,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,9408.397399,4255597.259,662,General Industry,District for industrial uses that are incompatible with residential uses due to the prevelance of outdoor storage and emissions of noise and odor. ,GI
663,IP,2023,,ZMAP-2003-0008, ,2005/07/19 04:00:00+00,IP 2023,2023_0027,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,3627.454411,660401.3812,663,Industrial Park,"District for office, light production, flex space, and warehousing uses.  Support limited first floor retail or other accessory uses that serve predominate uses.",IP
664,R16,2023,,ZMAP-2003-0008, ,2005/07/19 04:00:00+00,R16  2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,8685.671478,1101550.978,664,Townhouse/Multifamily Residential-16,Single family attached/detached and multifamily residences at a maximum density of 16 units per acre; 19.2 units per acre with ADU. Served by public water and sewer. In areas designated for infill development. Traditional design option.,R16
665,OP,2023,,ZMAP-1990-0013,Z2000-0024,1997/04/02 04:00:00+00,OP 2023,2023_0027,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,6600.968891,1049311.477,665,Office Park,"District for administrative, business and professional offices research and development, and supporting commercial and instibutional uses and facilities; support limited first floor retail.",OP
666,RC,2023,, , ,1900/01/01 05:00:00+00,RC  2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,1529.268959,116675.4114,666,Rural Commercial,Commercial properties predominantly located in rural Loudoun. Uses are compatible with scale and character of general open and rural character of Rural North & South Place Types.,RC
667,CR1,2023,, , ,1900/01/01 05:00:00+00,CR1  2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,3545.159356,568655.716,667,Countryside Residential-1,"Residential development with a maximum density of 1 unit per 40,000 square feet with on-site well and wastewater. 1 unit per 40,000 square feet served by public water/sewer in cluster/complact cluster options.",CR1
668,PDH3,2023,,ZMAP-1986-0047, ,1988/05/16 04:00:00+00,PDH3  2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,13982.25462,11474470.08,668,Planned Development Housing-3,Mixed use residential communities including single family and multifamily housing products with supportive non-residential uses. Maximum overall residential density of 3 units per acre.,PDH3
669,OP,2023,,ZMAP-1986-0041, ,1987/04/20 04:00:00+00,OP 2023,2023_0027,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,2281.967118,278990.6308,669,Office Park,"District for administrative, business and professional offices research and development, and supporting commercial and instibutional uses and facilities; support limited first floor retail.",OP
670,IP,2023,, , ,1900/01/01 05:00:00+00,IP 2023,2023_0027,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2024/04/16 04:00:00+00,10603.08083,2435082.563,670,Industrial Park,"District for office, light production, flex space, and warehousing uses.  Support limited first floor retail or other accessory uses that serve predominate uses.",IP
671,GI,2023,,ZMAP-1986-0012, ,1987/09/21 04:00:00+00,GI 2023,2023_0027,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,10700.44049,4823795.096,671,General Industry,District for industrial uses that are incompatible with residential uses due to the prevelance of outdoor storage and emissions of noise and odor. ,GI
672,TR3LBR,2023,NV, ,,1900/01/01 05:00:00+00,TR3LBR2023,2022_0014,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,73063.58072,54164433.5,672,Transitional Residential - 3 (Lower Bull Run),"Sub-district of TR3 with central utilities. Residential with cluster (70% open space); 1.0 dwelling unit per 3 acres, 1.2 dwelling unit per 3 acres with ADU",TR3LBR
673,PDRDP,2023,,ZMAP-1986-0054, ,1989/03/06 05:00:00+00,PDRDP 2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,14557.83051,12604442.47,673,Planned Development-Research and Development Park,"Planned mixed employment park a minimum of 20 acres in size & within the Rt 28 Tax District, subject to an adopted concept development plan, which allows the mixing of research and development firms, office complexes, certain types of manufacturing and interrelated land uses.",PDRDP
674,PDH3,2023,,ZMAP-1994-0001,Z2001-0001,1995/08/02 04:00:00+00,PDH3  2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,7859.793075,2684065.468,674,Planned Development Housing-3,Mixed use residential communities including single family and multifamily housing products with supportive non-residential uses. Maximum overall residential density of 3 units per acre.,PDH3
675,OP,2023,,ZMAP-1994-0001,Z2001-0001,1995/08/02 04:00:00+00,OP 2023,2023_0027,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,6382.745448,1708072.853,675,Office Park,"District for administrative, business and professional offices research and development, and supporting commercial and instibutional uses and facilities; support limited first floor retail.",OP
676,IP,2023,28,ZMAP-2007-0009, ,2008/12/08 05:00:00+00,IP 2023,2023_0027,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,2321.836961,301039.7055,676,Industrial Park,"District for office, light production, flex space, and warehousing uses.  Support limited first floor retail or other accessory uses that serve predominate uses.",IP
677,PDAAAR,2023,,ZMAP-1994-0001,Z2001-0001,1995/08/02 04:00:00+00,PDAAAR2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,12141.33615,3832811.762,677,Planned Development-Active Adult/Age Restricted,"Planned adult residential communities 55 years or older. Max 30 dwelling units per acre, 36 dwelling units per acre with ADU, public sewer and water, and are served by one or more major arterial or collector roads. Consistent with locations designated for high-density urban residential development.",PDAAAR
678,OP,2023,, , ,1900/01/01 05:00:00+00,OP 2023,2023_0027,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,8107.443716,3129805.071,678,Office Park,"District for administrative, business and professional offices research and development, and supporting commercial and instibutional uses and facilities; support limited first floor retail.",OP
679,CCSC,2023,,ZMAP-1995-0010,Z2000-0024,1997/04/02 04:00:00+00,CCSC 2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,6864.081217,1421962.194,679,Commercial Center - Small Regional Center,"Small regional centers to meet shopping needs of a communitymore than a 10 minute drive from the center. Minimum of 18 acres, maximum of 60 acres. Controlled access to a major collector.",CCSC
680,RC,2023,,ZMAP-2004-0012, ,2005/01/04 05:00:00+00,RC  2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,737.9817915,25366.54676,680,Rural Commercial,Commercial properties predominantly located in rural Loudoun. Uses are compatible with scale and character of general open and rural character of Rural North & South Place Types.,RC
681,R16,2023,,ZMAP-1999-0021, ,2001/01/16 05:00:00+00,R16  2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,4175.10221,979129.4341,681,Townhouse/Multifamily Residential-16,Single family attached/detached and multifamily residences at a maximum density of 16 units per acre; 19.2 units per acre with ADU. Served by public water and sewer. In areas designated for infill development. Traditional design option.,R16
682,CR1,2023,, ,Z2000-0046,1900/01/01 05:00:00+00,CR1  2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,1056.262841,49696.734,682,Countryside Residential-1,"Residential development with a maximum density of 1 unit per 40,000 square feet with on-site well and wastewater. 1 unit per 40,000 square feet served by public water/sewer in cluster/complact cluster options.",CR1
683,R16,2023,,ZMAP-1990-0013,Z2000-0024,1997/04/02 04:00:00+00,R16  2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,6625.768679,1374312.991,683,Townhouse/Multifamily Residential-16,Single family attached/detached and multifamily residences at a maximum density of 16 units per acre; 19.2 units per acre with ADU. Served by public water and sewer. In areas designated for infill development. Traditional design option.,R16
684,R1,2023,NV, , ,1900/01/01 05:00:00+00,R1  2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,10038.2585,2840001.718,684,Single Family Residential-1,"Low-density single family detached development with a maximum density of 1 unit per 40,000 square feet; 1.2 unit per 40,000 square feet with ADU. Served by public water and sewer. Cluster and compact cluster options.",R1
685,PDIP,1972,28, , ,1900/01/01 05:00:00+00,PDIP  1972,2023_0016,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/06/06 04:00:00+00,12250.90937,303898.8881,685,Planned Development-Industrial Park,Light and medium industrial uses with supporting accessory uses and facilities designed with a parklike environment. May be subject to a concept development plan.  It is only under the 1972 Ordinance.,PDIP
686,PDH4,2023,NV,ZMAP-2004-0024,0,2007/10/16 04:00:00+00,PDH4  2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,9921.473913,3416234.485,686,Planned Development Housing-4,Mixed use residential communities including single family and multifamily housing products with supportive non-residential uses. Maximum overall residential density of 4 units per acre.,PDH4
687,CCSC,2023,,ZMAP-2006-0011,176,2010/05/04 04:00:00+00,CCSC 2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,1564.943931,115603.8627,687,Commercial Center - Small Regional Center,"Small regional centers to meet shopping needs of a communitymore than a 10 minute drive from the center. Minimum of 18 acres, maximum of 60 acres. Controlled access to a major collector.",CCSC
688,IP,2023,28, , ,1900/01/01 05:00:00+00,IP 2023,2023_0027,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,1085.618657,68587.62388,688,Industrial Park,"District for office, light production, flex space, and warehousing uses.  Support limited first floor retail or other accessory uses that serve predominate uses.",IP
689,PDCCRC,2023,28,ZMAP-2015-0005,15,2016/01/13 05:00:00+00,PDCCRC2023,2022_0008,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,471.517554,12949.42637,689,Planned Development-Commercial Center (Regional Center),"Large scale commercial centers which provide a wide range of retail, office, and service uses, with one or more anchor stores, to the regional market. Minimum of 60 acres with controlled access to arterial roads.",PDCCRC
690,R16,2023,,ZMAP-2006-0011,176,2010/05/04 04:00:00+00,R16  2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,1457.582565,127031.9583,690,Townhouse/Multifamily Residential-16,Single family attached/detached and multifamily residences at a maximum density of 16 units per acre; 19.2 units per acre with ADU. Served by public water and sewer. In areas designated for infill development. Traditional design option.,R16
691,PDIP,1972,28, , ,1900/01/01 05:00:00+00,PDIP  1972, ,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,1900/01/01 05:00:00+00,730.7814547,21539.19022,691,Planned Development-Industrial Park,Light and medium industrial uses with supporting accessory uses and facilities designed with a parklike environment. May be subject to a concept development plan.  It is only under the 1972 Ordinance.,PDIP
692,R16,2023,,ZMAP-1990-0008, ,1995/02/15 05:00:00+00,R16  2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,5166.019259,1060910.182,692,Townhouse/Multifamily Residential-16,Single family attached/detached and multifamily residences at a maximum density of 16 units per acre; 19.2 units per acre with ADU. Served by public water and sewer. In areas designated for infill development. Traditional design option.,R16
693,IP,2023,28,ZMAP-2005-0012, ,2005/06/07 04:00:00+00,IP 2023,2023_0027,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,4507.067609,1023769.901,693,Industrial Park,"District for office, light production, flex space, and warehousing uses.  Support limited first floor retail or other accessory uses that serve predominate uses.",IP
