OBJECTID,ZO_ZONE,ZO_ORDINANCE,ZO_SPEC_CODE,ZO_PROJ_NUM,ZO_UPDATE_NUM,ZO_ZONE_DATE,ZO_ZONE_ORD,ZO_MAINT_TASK_ID,ZO_GIS_START_DATE,ZO_GIS_END_DATE,ZO_UPD_DATE,SHAPE_Length,SHAPE_Area,NEW_ID,ZD_ZONE_NAME,ZD_ZONE_DESC,agstype
579,CR1,2023,, , ,1900/01/01 05:00:00+00,CR1  2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,17896.40457,8943483.06,579,Countryside Residential-1,"Residential development with a maximum density of 1 unit per 40,000 square feet with on-site well and wastewater. 1 unit per 40,000 square feet served by public water/sewer in cluster/complact cluster options.",CR1
580,TR3LBR,2023,, , ,1900/01/01 05:00:00+00,TR3LBR2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,4586.455724,1144372.278,580,Transitional Residential - 3 (Lower Bull Run),"Sub-district of TR3 with central utilities. Residential with cluster (70% open space); 1.0 dwelling unit per 3 acres, 1.2 dwelling unit per 3 acres with ADU",TR3LBR
581,TR3LBR,2023,, , ,1900/01/01 05:00:00+00,TR3LBR2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,418.1800322,2384.075536,581,Transitional Residential - 3 (Lower Bull Run),"Sub-district of TR3 with central utilities. Residential with cluster (70% open space); 1.0 dwelling unit per 3 acres, 1.2 dwelling unit per 3 acres with ADU",TR3LBR
582,TR3LF,2023,NV, , ,1900/01/01 05:00:00+00,TR3LF 2023,2023_0020,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,82920.28782,109118260.3,582,Transitional Residential - 3 (Lower Foley),"Sub-district of TR3 with central utilities. Residential with cluster (50% open space); 1.0 dwelling unit per 3 acres, 1.2 dwelling units per 3 acres with ADU",TR3LF
583,PDH4,2023,,ZMAP-2005-0006, ,2006/04/18 04:00:00+00,PDH4  2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,1393.772019,108454.8961,583,Planned Development Housing-4,Mixed use residential communities including single family and multifamily housing products with supportive non-residential uses. Maximum overall residential density of 4 units per acre.,PDH4
584,CR1,2023,, , ,1900/01/01 05:00:00+00,CR1  2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,823.8234359,40147.25336,584,Countryside Residential-1,"Residential development with a maximum density of 1 unit per 40,000 square feet with on-site well and wastewater. 1 unit per 40,000 square feet served by public water/sewer in cluster/complact cluster options.",CR1
585,CR2,2023,, , ,1900/01/01 05:00:00+00,CR2   2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,3520.845957,515642.5873,585,Countryside Residential-2,"Residential development with a maximum density of 1 unit per 40,000 square feet with on-site well and wastewater. 1 unit per 20,000 square feet served by public water/sewer in cluster/complact cluster options.",CR2
586,RC,2023,, , ,1900/01/01 05:00:00+00,RC  2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,9289.503433,1555003.48,586,Rural Commercial,Commercial properties predominantly located in rural Loudoun. Uses are compatible with scale and character of general open and rural character of Rural North & South Place Types.,RC
587,PDH3,2023,,ZMAP-2005-0001, ,2006/03/21 04:00:00+00,PDH3  2023,2020_0001,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,26889.30233,20276382.92,587,Planned Development Housing-3,Mixed use residential communities including single family and multifamily housing products with supportive non-residential uses. Maximum overall residential density of 3 units per acre.,PDH3
588,PDH4,2023,,ZMAP-2004-0004,,2005/11/09 05:00:00+00,PDH4  2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,8065.830138,2662696.071,588,Planned Development Housing-4,Mixed use residential communities including single family and multifamily housing products with supportive non-residential uses. Maximum overall residential density of 4 units per acre.,PDH4
589,CCSC,2023,,ZMAP-2003-0016,83,2005/11/09 05:00:00+00,CCSC 2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,1356.425193,104171.3381,589,Commercial Center - Small Regional Center,"Small regional centers to meet shopping needs of a communitymore than a 10 minute drive from the center. Minimum of 18 acres, maximum of 60 acres. Controlled access to a major collector.",CCSC
590,TR1UBF,2023,,ZMAP-2002-0013,,2005/12/06 05:00:00+00,TR1UBF2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,10008.1912,4323776.875,590,Transitional Residential - 1 (Upper Broad Run and Upper Foley),"Sub-district of TR1. Residential with cluster (50% open space); 1.0 dwelling unit per 40,000 square feet, 1.2 dwelling units per 40,000 square feet with ADU",TR1UBF
591,AR1,2023,,ZMAP-2005-0042, ,2006/12/05 05:00:00+00,AR1  2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,3141.300024,442336.8081,591,Agricultural Rural - 1,Rural business and residential uses: Base Density: 1.0 dwelling unit per 20 acres; Principal/Subordinate Subdivision: 1.0 dwelling unit per 10 acres; Cluster Subdivision: 1.0 dwelling unit per 5 acres,AR1
592,IP,2023,,ZMAP-2005-0036, ,2005/11/09 05:00:00+00,IP 2023,2023_0027,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,16883.92506,12661738.48,592,Industrial Park,"District for office, light production, flex space, and warehousing uses.  Support limited first floor retail or other accessory uses that serve predominate uses.",IP
593,IP,2023,28,ZMAP-2005-0037, ,2006/03/14 04:00:00+00,IP 2023,2023_0027,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,3494.248313,588714.6348,593,Industrial Park,"District for office, light production, flex space, and warehousing uses.  Support limited first floor retail or other accessory uses that serve predominate uses.",IP
594,RC,2023,, , ,1900/01/01 05:00:00+00,RC  2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,956.7575449,50629.57602,594,Rural Commercial,Commercial properties predominantly located in rural Loudoun. Uses are compatible with scale and character of general open and rural character of Rural North & South Place Types.,RC
595,PDH3,2023,,ZMAP-2002-0001, ,2005/12/06 05:00:00+00,PDH3  2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,11226.18702,2820772.683,595,Planned Development Housing-3,Mixed use residential communities including single family and multifamily housing products with supportive non-residential uses. Maximum overall residential density of 3 units per acre.,PDH3
596,CR1,2023,, , ,1900/01/01 05:00:00+00,CR1  2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,2768.950025,4823.113456,596,Countryside Residential-1,"Residential development with a maximum density of 1 unit per 40,000 square feet with on-site well and wastewater. 1 unit per 40,000 square feet served by public water/sewer in cluster/complact cluster options.",CR1
597,PDIP,1972,28,ZMAP-1986-0002, ,1986/09/15 04:00:00+00,PDIP  1972, ,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,1900/01/01 05:00:00+00,868.9158513,29717.31699,597,Planned Development-Industrial Park,Light and medium industrial uses with supporting accessory uses and facilities designed with a parklike environment. May be subject to a concept development plan.  It is only under the 1972 Ordinance.,PDIP
598,PDH4,2023,,ZMAP-2004-0013,,2005/11/15 05:00:00+00,PDH4  2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,6417.269298,2530151.206,598,Planned Development Housing-4,Mixed use residential communities including single family and multifamily housing products with supportive non-residential uses. Maximum overall residential density of 4 units per acre.,PDH4
599,OP,2023,NV,ZMAP-2007-0003,121,2007/07/31 04:00:00+00,OP 2023,2023_0027,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,4179.609371,729043.025,599,Office Park,"District for administrative, business and professional offices research and development, and supporting commercial and instibutional uses and facilities; support limited first floor retail.",OP
600,R16,2023,,ZMAP-2021-0023, ,2024/07/02 04:00:00+00,R16  2023,2024_0013,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2024/07/08 04:00:00+00,4865.168559,599729.624,600,Townhouse/Multifamily Residential-16,Single family attached/detached and multifamily residences at a maximum density of 16 units per acre; 19.2 units per acre with ADU. Served by public water and sewer. In areas designated for infill development. Traditional design option.,R16
601,OP,2023,,ZMAP-2003-0006, ,2005/02/15 05:00:00+00,OP 2023,2023_0027,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,4545.00891,555809.9719,601,Office Park,"District for administrative, business and professional offices research and development, and supporting commercial and instibutional uses and facilities; support limited first floor retail.",OP
602,CCCC,2023,,ZMAP-2003-0001, ,2004/05/04 04:00:00+00,CCCC 2023,2023_0027,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,5180.11821,1068112.721,602,Commercial Center - Community Center,"Serves retail shopping needs of surrounding community with 10 minutes drive. Minimum of 4 acres, maximum of 22 acres.",CCCC
603,R16,2023,,ZMAP-2004-0020,,2006/02/21 05:00:00+00,R16  2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,5341.753306,575275.0801,603,Townhouse/Multifamily Residential-16,Single family attached/detached and multifamily residences at a maximum density of 16 units per acre; 19.2 units per acre with ADU. Served by public water and sewer. In areas designated for infill development. Traditional design option.,R16
604,PDH4,2023,,ZMAP-2002-0003,,2005/10/11 04:00:00+00,PDH4  2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,9785.590387,5369033.52,604,Planned Development Housing-4,Mixed use residential communities including single family and multifamily housing products with supportive non-residential uses. Maximum overall residential density of 4 units per acre.,PDH4
605,TC,2023,,ZMAP-2003-0006, ,2005/02/15 05:00:00+00,TC 2023,2023_0027,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,7532.478904,2835718.935,605,Town Center,"A district established to provide for a compatible mixture of commercial, cultural, institutional, governmental, and residential uses in compact pedestrian oriented, traditional town centers, in areas consistent with the General Plan & serving as focal points for substantial residential areas.",TC
606,IP,2023,,ZMAP-2005-0036, ,2005/11/09 05:00:00+00,IP 2023,2023_0027,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,6228.397456,2003438.608,606,Industrial Park,"District for office, light production, flex space, and warehousing uses.  Support limited first floor retail or other accessory uses that serve predominate uses.",IP
607,CCSC,2023,,ZMAP-2005-0002, ,2006/02/21 05:00:00+00,CCSC 2023,2019_0018,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,4545.343242,1262745.107,607,Commercial Center - Small Regional Center,"Small regional centers to meet shopping needs of a communitymore than a 10 minute drive from the center. Minimum of 18 acres, maximum of 60 acres. Controlled access to a major collector.",CCSC
608,PDH6,2023,,ZMAP-2003-0006, ,2005/02/15 05:00:00+00,PDH6  2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,7207.63733,1273920.963,608,Planned Development Housing-6,Mixed use residential communities including single family and multifamily housing products with supportive non-residential uses. Maximum overall residential density of 6 units per acre.,PDH6
609,R16,2023,,ZMAP-2002-0013, ,2005/12/06 05:00:00+00,R16  2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,3723.447252,316027.5193,609,Townhouse/Multifamily Residential-16,Single family attached/detached and multifamily residences at a maximum density of 16 units per acre; 19.2 units per acre with ADU. Served by public water and sewer. In areas designated for infill development. Traditional design option.,R16
610,PDH4,2023,,ZMAP-2004-0018, ,2005/12/13 05:00:00+00,PDH4  2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,3935.244052,579801.1939,610,Planned Development Housing-4,Mixed use residential communities including single family and multifamily housing products with supportive non-residential uses. Maximum overall residential density of 4 units per acre.,PDH4
611,PDH3,2023,,ZMAP-2002-0001, ,2005/12/06 05:00:00+00,PDH3  2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,8771.227472,4642244.799,611,Planned Development Housing-3,Mixed use residential communities including single family and multifamily housing products with supportive non-residential uses. Maximum overall residential density of 3 units per acre.,PDH3
612,IP,2023,,ZMAP-2002-0013, ,2005/12/06 05:00:00+00,IP 2023,2023_0027,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,2599.379214,407455.0652,612,Industrial Park,"District for office, light production, flex space, and warehousing uses.  Support limited first floor retail or other accessory uses that serve predominate uses.",IP
613,RC,2023,, , ,1900/01/01 05:00:00+00,RC  2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,728.5972716,29584.59244,613,Rural Commercial,Commercial properties predominantly located in rural Loudoun. Uses are compatible with scale and character of general open and rural character of Rural North & South Place Types.,RC
614,IP,2023,28,ZRTD-2017-0009, ,2006/01/10 05:00:00+00,IP 2023,2023_0027,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,3745.189444,887667.9389,614,Industrial Park,"District for office, light production, flex space, and warehousing uses.  Support limited first floor retail or other accessory uses that serve predominate uses.",IP
615,JLMA2,2023,, , ,1900/01/01 05:00:00+00,JLMA2 2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,6706.112657,2445116.079,615,Joint Land Management Area-2,"Appropriate mix of residential & non-residential uses with a variety of dwelling units & lot sizes; 1.0 dwelling unit per 20,000 square feet or 1.2 dwelling units per 20,000 square feet with ADU",JLMA2
616,A3,2023,, , ,1900/01/01 05:00:00+00,A3   2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,165.5938648,211.3906447,616,Agricultural/Residential,Agriculture and low density residential development with a maximum density of one unit per 3 acres with a predominantly agricultural character. Rural hamlet options.,A3
617,A3,2023,, , ,1900/01/01 05:00:00+00,A3   2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,920.1024642,47455.37359,617,Agricultural/Residential,Agriculture and low density residential development with a maximum density of one unit per 3 acres with a predominantly agricultural character. Rural hamlet options.,A3
618,A3,2023,, , ,1900/01/01 05:00:00+00,A3   2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,282.9949742,511.8924867,618,Agricultural/Residential,Agriculture and low density residential development with a maximum density of one unit per 3 acres with a predominantly agricultural character. Rural hamlet options.,A3
619,GI,2023,,ZMAP-2003-0010, ,2003/12/02 05:00:00+00,GI 2023,2023_0027,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,1225.807309,94202.8377,619,General Industry,District for industrial uses that are incompatible with residential uses due to the prevelance of outdoor storage and emissions of noise and odor. ,GI
620,CR1,2023,, , ,1900/01/01 05:00:00+00,CR1  2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,1477.244299,111875.2773,620,Countryside Residential-1,"Residential development with a maximum density of 1 unit per 40,000 square feet with on-site well and wastewater. 1 unit per 40,000 square feet served by public water/sewer in cluster/complact cluster options.",CR1
621,CR1,2023,, , ,1900/01/01 05:00:00+00,CR1  2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,595.9155235,11144.54904,621,Countryside Residential-1,"Residential development with a maximum density of 1 unit per 40,000 square feet with on-site well and wastewater. 1 unit per 40,000 square feet served by public water/sewer in cluster/complact cluster options.",CR1
622,CR1,2023,, , ,1900/01/01 05:00:00+00,CR1  2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,4811.159894,821445.4545,622,Countryside Residential-1,"Residential development with a maximum density of 1 unit per 40,000 square feet with on-site well and wastewater. 1 unit per 40,000 square feet served by public water/sewer in cluster/complact cluster options.",CR1
623,A3,2023,, , ,1900/01/01 05:00:00+00,A3   2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,14190.13249,5037234.623,623,Agricultural/Residential,Agriculture and low density residential development with a maximum density of one unit per 3 acres with a predominantly agricultural character. Rural hamlet options.,A3
624,A3,2023,, , ,1900/01/01 05:00:00+00,A3   2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,199.9272033,52.07488107,624,Agricultural/Residential,Agriculture and low density residential development with a maximum density of one unit per 3 acres with a predominantly agricultural character. Rural hamlet options.,A3
625,PDAAAR,2023,,ZMAP-2005-0026,,2006/12/19 05:00:00+00,PDAAAR2023,2017_0010,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,11824.19601,5380285.661,625,Planned Development-Active Adult/Age Restricted,"Planned adult residential communities 55 years or older. Max 30 dwelling units per acre, 36 dwelling units per acre with ADU, public sewer and water, and are served by one or more major arterial or collector roads. Consistent with locations designated for high-density urban residential development.",PDAAAR
626,R16,2023,,ZMAP-1995-0009, ,1996/12/18 05:00:00+00,R16  2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,2475.10826,276635.7887,626,Townhouse/Multifamily Residential-16,Single family attached/detached and multifamily residences at a maximum density of 16 units per acre; 19.2 units per acre with ADU. Served by public water and sewer. In areas designated for infill development. Traditional design option.,R16
627,GB,2023,, , ,1900/01/01 05:00:00+00,GB  2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,7602.227717,2439586.112,627,General Business,General destination retail and service businesses that serve the needs of residents and businesses in the vicinity,GB
628,GI,2023,,ZMAP-1991-0005,Z2000-0056,1993/03/03 05:00:00+00,GI 2023,2023_0027,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,3565.309143,278372.5382,628,General Industry,District for industrial uses that are incompatible with residential uses due to the prevelance of outdoor storage and emissions of noise and odor. ,GI
629,A3,2023,, , ,1900/01/01 05:00:00+00,A3   2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,1160.465499,28719.20204,629,Agricultural/Residential,Agriculture and low density residential development with a maximum density of one unit per 3 acres with a predominantly agricultural character. Rural hamlet options.,A3
630,CR1,2023,, , ,1900/01/01 05:00:00+00,CR1  2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,1539.730022,126438.6106,630,Countryside Residential-1,"Residential development with a maximum density of 1 unit per 40,000 square feet with on-site well and wastewater. 1 unit per 40,000 square feet served by public water/sewer in cluster/complact cluster options.",CR1
631,A3,2023,, , ,1900/01/01 05:00:00+00,A3   2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,18695.02862,13875449.91,631,Agricultural/Residential,Agriculture and low density residential development with a maximum density of one unit per 3 acres with a predominantly agricultural character. Rural hamlet options.,A3
632,PDH4,2023,,ZMAP-2004-0008, ,2005/07/12 04:00:00+00,PDH4  2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,4492.496301,974194.1859,632,Planned Development Housing-4,Mixed use residential communities including single family and multifamily housing products with supportive non-residential uses. Maximum overall residential density of 4 units per acre.,PDH4
633,PDSA,2023,NONE,ZMAP-2012-0016, ,2013/04/03 04:00:00+00,PDSA  2023,2013_0004,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,5387.677753,420054.1006,633,Planned Development-Special Activity,"A district established to accommodate uses which require sizable land area that may require functional separation from normal residential, commercial, or industrial development (e.g. airports, zoos, stadiums, etc.).",PDSA
634,CR1,2023,NONE, , ,1900/01/01 05:00:00+00,CR1  2023,2022_0030,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2024/07/08 04:00:00+00,10989.70299,2560609.695,634,Countryside Residential-1,"Residential development with a maximum density of 1 unit per 40,000 square feet with on-site well and wastewater. 1 unit per 40,000 square feet served by public water/sewer in cluster/complact cluster options.",CR1
635,CLI,2023,, , ,1900/01/01 05:00:00+00,CLI  2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,885.4419643,47273.23191,635,Commercial/Light Industry,"Mix of similar and compatible light industrial uses and office uses and related supportive commercial, retail and service  uses on minimum one acre lots. Only along Route 50 from Fairfax/Loudoun County line west to Route 659.",CLI
636,PDH4,2023,,ZMAP-2003-0002, ,2004/06/01 04:00:00+00,PDH4  2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,4994.673426,1498556.073,636,Planned Development Housing-4,Mixed use residential communities including single family and multifamily housing products with supportive non-residential uses. Maximum overall residential density of 4 units per acre.,PDH4
637,PDH4,2023,,ZMAP-2003-0012, ,2005/06/21 04:00:00+00,PDH4  2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,8920.649613,2730117.531,637,Planned Development Housing-4,Mixed use residential communities including single family and multifamily housing products with supportive non-residential uses. Maximum overall residential density of 4 units per acre.,PDH4
638,PDH4,2023,,ZMAP-2001-0010, ,2004/05/18 04:00:00+00,PDH4  2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,23265.5789,8532235.542,638,Planned Development Housing-4,Mixed use residential communities including single family and multifamily housing products with supportive non-residential uses. Maximum overall residential density of 4 units per acre.,PDH4
639,CR1,2023,, , ,1900/01/01 05:00:00+00,CR1  2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,7974.672978,3607303.844,639,Countryside Residential-1,"Residential development with a maximum density of 1 unit per 40,000 square feet with on-site well and wastewater. 1 unit per 40,000 square feet served by public water/sewer in cluster/complact cluster options.",CR1
640,PDH4,2023,,ZMAP-2003-0004, ,2004/11/16 05:00:00+00,PDH4  2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,6633.82134,2299845.11,640,Planned Development Housing-4,Mixed use residential communities including single family and multifamily housing products with supportive non-residential uses. Maximum overall residential density of 4 units per acre.,PDH4
641,GI,2023,, , ,1900/01/01 05:00:00+00,GI 2023,2023_0027,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,4816.282121,870271.5576,641,General Industry,District for industrial uses that are incompatible with residential uses due to the prevelance of outdoor storage and emissions of noise and odor. ,GI
642,R16,2023,,ZMAP-1994-0017, ,1995/11/19 05:00:00+00,R16  2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,3494.798393,619199.8942,642,Townhouse/Multifamily Residential-16,Single family attached/detached and multifamily residences at a maximum density of 16 units per acre; 19.2 units per acre with ADU. Served by public water and sewer. In areas designated for infill development. Traditional design option.,R16
643,IP,2023,, , ,1900/01/01 05:00:00+00,IP 2023,2023_0027,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,8981.885721,882128.3643,643,Industrial Park,"District for office, light production, flex space, and warehousing uses.  Support limited first floor retail or other accessory uses that serve predominate uses.",IP
644,PDH4,2023,,ZMAP-1994-0017, ,1995/11/19 05:00:00+00,PDH4  2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,20548.0409,18166824.74,644,Planned Development Housing-4,Mixed use residential communities including single family and multifamily housing products with supportive non-residential uses. Maximum overall residential density of 4 units per acre.,PDH4
645,A3,2023,, , ,1900/01/01 05:00:00+00,A3   2023,2019_0017,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,19244.59525,18712538.76,645,Agricultural/Residential,Agriculture and low density residential development with a maximum density of one unit per 3 acres with a predominantly agricultural character. Rural hamlet options.,A3
646,OP,2023,,ZMAP-1999-0009, ,2000/09/05 04:00:00+00,OP 2023,2023_0027,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,4030.576961,957789.5175,646,Office Park,"District for administrative, business and professional offices research and development, and supporting commercial and instibutional uses and facilities; support limited first floor retail.",OP
647,PDH3,2023,,ZMAP-2005-0013,,2006/09/05 04:00:00+00,PDH3  2023,2022_0014,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,18600.16355,10581520.22,647,Planned Development Housing-3,Mixed use residential communities including single family and multifamily housing products with supportive non-residential uses. Maximum overall residential density of 3 units per acre.,PDH3
648,MRHI,2023,, , ,1900/01/01 05:00:00+00,MRHI  2023,2023_0014,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2024/03/26 04:00:00+00,39154.20993,17131266.87,648,Mineral Resource/Heavy Industry,Diabase resource extraction operations (quarries) co-located with compatible heavy industrial uses. Specific use limitations for stone quarry operations. Also recognized for future beneficial uses consistent with the General Plan.,MRHI
649,IP,2023,28,ZRTD-2015-0006, ,2015/10/07 04:00:00+00,IP 2023,2023_0027,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,1906.14516,241287.2775,649,Industrial Park,"District for office, light production, flex space, and warehousing uses.  Support limited first floor retail or other accessory uses that serve predominate uses.",IP
650,R4,2023,,ZMAP-1987-0330, ,1988/12/19 05:00:00+00,R4  2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,4755.659796,1279053.641,650,Single Family Residential-4,"Moderate density single family detached development with a maximum density of 1 unit per 10,000 square feet, 4.8 units per acre with ADU. Served by public water and sewer. Cluster, suburban, and traditional design and compact cluster options.",R4
651,CCCC,2023,NV,ZMAP-2003-0008, ,2005/07/19 04:00:00+00,CCCC 2023,2023_0027,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,5323.639215,966596.5035,651,Commercial Center - Community Center,"Serves retail shopping needs of surrounding community with 10 minutes drive. Minimum of 4 acres, maximum of 22 acres.",CCCC
652,PDIP,1972,28, , ,1900/01/01 05:00:00+00,PDIP  1972, ,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,1900/01/01 05:00:00+00,2709.198093,367014.5873,652,Planned Development-Industrial Park,Light and medium industrial uses with supporting accessory uses and facilities designed with a parklike environment. May be subject to a concept development plan.  It is only under the 1972 Ordinance.,PDIP
653,IP,2023,28, , ,1900/01/01 05:00:00+00,IP 2023,2023_0027,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,1459.541337,132264.7421,653,Industrial Park,"District for office, light production, flex space, and warehousing uses.  Support limited first floor retail or other accessory uses that serve predominate uses.",IP
654,PDH4,2023,,ZMAP-2002-0023, ,2004/10/05 04:00:00+00,PDH4  2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,4217.184557,976708.6243,654,Planned Development Housing-4,Mixed use residential communities including single family and multifamily housing products with supportive non-residential uses. Maximum overall residential density of 4 units per acre.,PDH4
